Customer Key,Age,State,RENEWALINSUBSEQUENTSEASON
214,41,NM,0
215,58,NM,0
216,69,WY,1
217,66,UT,0
218,66,UT,0
219,69,CA,1
220,29,MT,1
221,56,MT,1
222,19,NM,1
223,20,MT,0
224,66,ID,1
225,54,UT,0
226,66,NV,1
227,34,NM,0
228,66,CO,1
229,19,NM,0
230,19,WY,1
231,45,NV,0
232,40,WY,1
233,54,CA,1
234,49,CA,1
235,50,WY,1
236,18,MT,1
237,36,NV,1
238,19,MT,1
239,61,NM,1
240,43,ID,0
241,49,CA,1
242,23,CA,1
243,49,NV,1
244,21,CA,1
245,28,ID,0
246,34,ID,1
247,55,ID,1
248,41,CO,0
249,22,ID,0
250,69,ID,1
251,51,CO,1
252,23,MT,1
253,39,NM,1
254,28,UT,1
255,65,CA,1
256,33,ID,1
257,50,CA,1
258,26,NV,0
259,23,CA,1
260,33,WY,1
261,46,MT,1
262,20,NM,1
263,37,CO,0
264,53,CA,1
265,36,CA,1
266,43,CA,1
267,20,UT,0
268,36,UT,0
269,37,NV,0
270,49,CO,1
271,24,CA,0
272,69,CA,1
273,58,CA,1
274,50,CA,1
275,57,UT,1
276,56,MT,1
277,35,MT,1
278,57,NV,1
279,18,WY,1
280,28,ID,0
281,45,CO,0
282,42,MT,1
283,67,WY,1
284,40,NM,1
285,48,NM,1
286,47,CA,0
287,59,NM,1
288,52,MT,0
289,24,NV,0
290,33,ID,0
291,43,MT,1
292,65,NV,0
293,69,NM,0
294,66,UT,1
295,19,ID,0
296,18,NV,1
297,65,WY,1
298,29,MT,1
299,22,UT,0
300,54,WY,0
301,49,NV,0
302,26,NV,0
303,58,NM,0
304,52,WY,1
305,36,MT,1
306,65,ID,1
307,33,UT,0
308,20,NM,1
309,37,CA,0
310,41,CO,0
311,50,ID,0
312,41,NM,0
313,69,UT,0
314,28,WY,1
315,66,NV,0
316,25,WY,1
317,53,NM,0
318,55,UT,0
319,57,WY,1
320,37,WY,1
321,52,CO,0
322,65,MT,1
323,42,NM,0
324,52,CO,1
325,42,NM,0
326,46,CA,1
327,35,CA,1
328,63,CO,1
329,35,ID,1
330,19,ID,0
331,52,WY,1
332,33,WY,1
333,58,NV,1
334,53,CA,1
335,50,NM,1
336,21,NV,1
337,50,CA,0
338,31,CO,1
339,38,ID,1
340,65,WY,1
341,37,ID,1
342,25,CO,1
343,24,NV,0
344,20,NV,0
345,34,UT,1
346,50,WY,0
347,65,WY,1
348,29,NM,1
349,68,WY,0
350,39,CA,1
351,39,NV,0
352,63,CO,0
353,47,NV,1
354,55,ID,0
355,55,CA,0
356,62,WY,1
357,68,NM,1
358,25,NM,1
359,44,NM,1
360,44,MT,0
361,51,UT,1
362,38,CA,0
363,47,ID,1
364,50,WY,0
365,45,ID,0
366,64,ID,0
367,50,WY,0
368,22,ID,1
369,65,NM,0
370,36,CO,1
371,21,UT,0
372,52,MT,1
373,66,ID,0
374,34,ID,0
375,61,NV,1
376,45,UT,0
377,47,CA,1
378,46,UT,1
379,63,UT,1
380,23,WY,1
381,52,WY,0
382,58,WY,1
383,54,MT,1
384,41,NM,1
385,46,UT,0
386,66,MT,1
387,63,ID,1
388,48,WY,0
389,52,ID,0
390,50,WY,1
391,69,CO,1
392,38,MT,0
393,49,MT,0
394,40,NM,1
395,50,CA,0
396,20,NV,1
397,35,UT,0
398,42,CA,1
399,59,MT,0
400,48,CA,1
401,20,CO,0
402,57,NV,0
403,63,NM,0
404,41,MT,1
405,67,MT,1
406,49,UT,1
407,64,NM,1
408,39,NM,1
409,40,WY,1
410,19,NV,1
411,44,CO,1
412,59,ID,0
413,19,CA,0
414,43,NM,1
415,34,UT,1
416,57,MT,1
417,50,ID,1
418,26,CO,1
419,60,NV,1
420,65,NM,0
421,56,CA,1
422,46,NM,1
423,59,UT,1
424,43,NM,1
425,52,NM,0
426,67,NM,1
427,42,MT,0
428,41,MT,1
429,30,ID,1
430,24,ID,0
431,53,CA,1
432,62,NV,1
433,37,CO,1
434,18,WY,0
435,25,NV,0
436,63,NV,1
437,33,NV,0
438,31,WY,0
439,29,CA,1
440,68,WY,0
441,40,CA,1
442,32,WY,1
443,45,CO,0
444,51,NM,1
445,19,NV,0
446,49,NM,0
447,40,CA,0
448,39,WY,1
449,68,CO,0
450,42,WY,0
451,39,NM,1
452,39,MT,1
453,66,CO,1
454,69,NV,0
455,59,UT,1
456,23,NV,1
457,32,UT,1
458,60,CO,0
459,54,MT,1
460,50,NM,1
461,25,MT,0
462,61,CA,0
463,61,MT,1
464,22,ID,0
465,56,CO,1
466,21,NM,1
467,23,NM,0
468,62,CA,0
469,49,NM,1
470,69,MT,0
471,47,CO,1
472,64,NV,1
473,52,MT,0
474,57,WY,1
475,69,UT,0
476,33,CO,1
477,30,NM,1
478,67,CA,1
479,59,NV,0
480,47,ID,1
481,36,NV,1
482,34,MT,1
483,36,UT,0
484,45,NV,0
485,43,ID,0
486,54,WY,1
487,43,CA,0
488,40,CO,1
489,26,UT,0
490,29,ID,1
491,18,NM,1
492,18,MT,1
493,64,MT,0
494,51,MT,0
495,49,NM,1
496,65,NM,0
497,42,UT,1
498,57,NV,0
499,62,UT,0
500,18,MT,1
501,33,WY,0
502,56,ID,1
503,22,CO,0
504,39,CO,1
505,46,UT,0
506,20,MT,1
507,29,NM,0
508,43,CA,0
509,33,WY,1
510,68,UT,0
511,54,MT,1
512,39,NV,1
513,46,CO,1
514,31,CO,1
515,45,WY,1
516,22,CO,1
517,64,CA,0
518,66,MT,1
519,47,MT,0
520,63,WY,1
521,69,MT,1
522,22,NM,1
523,29,WY,0
524,33,MT,1
525,43,CA,1
526,43,ID,1
527,65,UT,1
528,38,UT,1
529,56,MT,0
530,53,NV,0
531,50,CO,1
532,47,CA,1
533,54,NV,0
534,40,NM,0
535,27,NV,1
536,22,MT,1
537,53,CA,1
538,51,UT,1
539,69,CO,1
540,48,UT,0
541,27,NV,0
542,36,NM,0
543,49,CO,0
544,18,ID,1
545,22,NV,1
546,62,UT,1
547,21,UT,1
548,33,MT,0
549,41,UT,1
550,33,CA,1
551,19,NV,0
552,66,WY,1
553,45,WY,1
554,49,NM,1
555,44,CO,1
556,37,UT,1
557,41,MT,0
558,29,MT,1
559,67,UT,0
560,52,CA,1
561,50,MT,1
562,50,WY,0
563,68,CO,1
564,60,NV,0
565,54,ID,1
566,29,CA,0
567,20,NM,0
568,18,NM,1
569,50,MT,0
570,57,NV,1
571,27,ID,0
572,60,NM,0
573,61,UT,0
574,46,UT,1
575,30,CO,1
576,29,ID,1
577,48,UT,0
578,63,NM,1
579,19,UT,1
580,68,WY,1
581,67,MT,1
582,52,NM,1
583,40,NM,1
584,34,NM,1
585,43,CO,1
586,25,NV,1
587,46,NM,1
588,43,UT,0
589,27,WY,0
590,43,NM,0
591,51,CA,0
592,68,CA,0
593,58,NV,1
594,24,ID,0
595,21,CO,0
596,67,WY,0
597,62,MT,0
598,28,WY,0
599,46,CA,1
600,53,CA,1
601,42,NV,0
602,38,ID,1
603,53,ID,1
604,27,NV,0
605,54,NM,1
606,26,WY,1
607,41,CA,1
608,52,WY,0
609,66,WY,0
610,52,CO,1
611,65,CA,0
612,53,ID,0
613,35,MT,0
614,66,WY,0
615,56,CA,1
616,49,WY,1
617,41,CO,0
618,40,NM,0
619,49,UT,1
620,54,CA,1
621,29,NV,1
622,66,UT,1
623,30,WY,1
624,40,NV,0
625,42,NV,0
626,52,NV,1
627,58,CA,1
628,47,ID,0
629,34,WY,0
630,66,UT,0
631,37,CO,0
632,65,ID,1
633,42,WY,0
634,39,NM,1
635,30,NM,0
636,36,CA,1
637,66,NV,1
638,53,CO,0
639,29,WY,1
640,58,UT,1
641,36,WY,0
642,29,ID,1
643,26,NM,1
644,24,MT,0
645,45,ID,0
646,31,WY,1
647,48,CO,1
648,69,WY,0
649,36,WY,0
650,64,CA,1
651,33,UT,0
652,22,CO,1
653,52,WY,1
654,29,NV,1
655,42,UT,1
656,69,ID,1
657,38,CO,1
658,53,ID,1
659,40,NM,1
660,33,WY,0
661,56,ID,0
662,62,ID,0
663,59,CA,1
664,56,ID,1
665,31,NV,0
666,48,NV,1
667,22,UT,1
668,52,WY,1
669,40,MT,0
670,46,NM,1
671,60,ID,1
672,28,ID,1
673,35,CO,1
674,64,CA,0
675,29,MT,1
676,26,UT,1
677,27,NM,1
678,61,MT,0
679,34,ID,1
680,55,CO,0
681,24,WY,1
682,63,CA,0
683,30,WY,1
684,57,UT,0
685,59,MT,0
686,26,UT,0
687,67,ID,0
688,44,UT,1
689,19,WY,1
690,22,CO,1
691,46,UT,1
692,54,NV,1
693,55,CO,1
694,36,MT,1
695,25,CA,0
696,65,CA,0
697,62,ID,0
698,18,ID,1
699,39,NV,1
700,69,MT,1
701,34,WY,1
702,24,CA,1
703,42,CA,1
704,62,CA,0
705,21,WY,0
706,53,CA,1
707,23,UT,1
708,48,MT,1
709,36,CO,1
710,61,CO,0
711,56,NV,0
712,44,UT,1
713,27,CA,0
714,43,CA,1
715,36,ID,0
716,56,ID,0
717,20,NV,0
718,62,CA,0
719,30,NV,1
720,67,UT,0
721,45,CO,1
722,37,CA,0
723,45,MT,1
724,25,WY,1
725,58,UT,0
726,56,CA,1
727,18,WY,0
728,20,MT,1
729,30,ID,1
730,45,NV,1
731,66,ID,1
732,42,CO,0
733,50,ID,1
734,55,CA,1
735,23,MT,1
736,61,ID,1
737,62,CA,1
738,49,CO,1
739,62,WY,1
740,64,MT,1
741,38,ID,1
742,33,NV,0
743,38,NV,0
744,28,MT,0
745,54,NV,0
746,53,ID,1
747,52,ID,0
748,36,MT,1
749,37,ID,0
750,35,WY,0
751,64,CA,1
752,58,CO,0
753,66,WY,0
754,31,WY,0
755,32,NV,1
756,48,CA,0
757,18,MT,0
758,20,NM,0
759,33,NV,1
760,40,CA,0
761,28,ID,0
762,29,MT,1
763,27,NM,1
764,49,MT,0
765,33,NM,0
766,25,NM,0
767,55,NV,1
768,29,ID,1
769,41,NV,1
770,45,NM,1
771,25,NM,1
772,45,UT,0
773,53,CA,0
774,43,UT,1
775,25,CA,1
776,67,CO,0
777,45,WY,1
778,45,MT,1
779,54,NV,1
780,58,CO,0
781,53,CO,1
782,44,MT,1
783,34,MT,1
784,26,CA,0
785,50,UT,0
786,37,ID,1
787,30,CA,1
788,45,ID,1
789,65,CO,0
790,46,ID,0
791,30,UT,1
792,63,CA,1
793,52,NM,1
794,23,MT,1
795,35,NM,0
796,68,UT,1
797,22,WY,1
798,64,UT,1
799,42,WY,1
800,19,CA,1
801,27,MT,0
802,47,UT,1
803,67,NM,0
804,62,WY,1
805,22,MT,0
806,50,NV,1
807,18,NV,0
808,35,NV,0
809,49,ID,0
810,64,UT,1
811,66,CA,1
812,28,NM,0
813,38,CA,1
814,43,ID,1
815,42,CA,1
816,39,WY,1
817,44,NV,1
818,66,NM,0
819,30,UT,0
820,50,CA,0
821,51,CA,0
822,58,CO,0
823,52,CO,1
824,18,CO,0
825,38,UT,1
826,65,NV,1
827,23,MT,0
828,45,NV,1
829,34,NM,0
830,22,NV,1
831,48,UT,0
832,22,WY,1
833,55,WY,0
834,20,UT,1
835,40,CO,1
836,54,CA,0
837,54,ID,0
838,27,ID,0
839,27,MT,1
840,36,CA,0
841,34,MT,0
842,38,CO,1
843,31,MT,1
844,26,CA,0
845,63,NM,1
846,18,CA,1
847,68,ID,0
848,62,WY,0
849,30,CO,0
850,21,NM,1
851,18,UT,1
852,66,NM,1
853,57,NM,0
854,49,MT,1
855,51,ID,1
856,45,MT,1
857,48,MT,1
858,25,UT,0
859,56,CO,0
860,43,CA,0
861,51,NV,0
862,20,MT,0
863,67,NV,1
864,29,CO,1
865,18,NV,1
866,61,MT,0
867,22,UT,0
868,47,NV,0
869,47,CO,1
870,34,CO,0
871,65,WY,1
872,64,WY,0
873,40,UT,0
874,32,NV,0
875,54,NV,0
876,38,WY,0
877,31,CA,0
878,19,ID,0
879,28,CO,0
880,68,CA,1
881,56,CO,0
882,55,NM,1
883,51,NM,1
884,55,CA,1
885,67,NM,1
886,51,WY,0
887,35,WY,1
888,47,ID,0
889,32,CA,1
890,44,CO,0
891,68,NV,1
892,51,CO,1
893,69,MT,1
894,55,WY,0
895,50,UT,1
896,41,UT,0
897,32,WY,0
898,47,MT,1
899,59,UT,0
900,68,NM,1
901,34,WY,0
902,22,UT,0
903,46,WY,0
904,21,ID,1
905,27,NV,0
906,34,NV,0
907,27,CO,0
908,34,MT,1
909,37,WY,1
910,41,CA,0
911,22,CO,0
912,51,CO,1
913,23,WY,0
914,19,WY,1
915,30,CO,0
916,60,CO,0
917,60,NV,1
918,65,CA,0
919,28,NM,1
920,68,CO,1
921,64,NM,0
922,40,NV,1
923,33,CO,1
924,48,UT,1
925,28,CO,0
926,33,WY,0
927,25,MT,1
928,21,MT,0
929,57,CO,0
930,21,ID,1
931,42,UT,0
932,20,CA,1
933,49,CO,1
934,20,NM,0
935,44,CA,0
936,46,UT,0
937,49,CO,1
938,67,ID,0
939,68,NV,1
940,36,ID,0
941,38,WY,1
942,22,ID,0
943,35,NM,0
944,45,NV,0
945,59,WY,1
946,39,NV,1
947,38,MT,0
948,23,NV,1
949,18,CO,1
950,22,CA,0
951,58,MT,1
952,29,MT,0
953,43,CA,1
954,63,NM,1
955,51,MT,1
956,66,NV,1
957,31,ID,0
958,43,UT,0
959,62,NM,0
960,44,NV,0
961,26,WY,1
962,43,WY,0
963,64,ID,1
964,39,NM,0
965,64,NM,1
966,47,ID,1
967,60,NM,1
968,65,MT,0
969,34,CO,0
970,43,CO,1
971,53,NM,1
972,18,MT,1
973,25,MT,1
974,66,CA,1
975,52,CA,0
976,69,UT,1
977,32,UT,1
978,64,UT,1
979,39,UT,0
980,31,ID,0
981,43,ID,0
982,45,CA,1
983,40,CO,1
984,31,MT,1
985,41,WY,1
986,19,CO,1
987,62,NV,1
988,43,ID,1
989,31,UT,0
990,68,UT,0
991,24,NV,1
992,20,CO,0
993,64,UT,1
994,40,CO,0
995,63,MT,1
996,60,NV,0
997,64,WY,0
998,62,CO,1
999,35,MT,1
1000,55,NM,0
1001,52,NM,1
1002,68,CO,0
1003,32,NM,1
1004,42,CO,1
1005,54,UT,0
1006,45,CA,0
1007,27,NM,0
1008,56,ID,0
1009,34,CO,1
1010,56,CO,0
1011,39,CO,0
1012,43,CA,1
1013,61,MT,1
1014,42,NM,1
1015,34,WY,1
1016,30,WY,1
1017,37,NV,0
1018,42,UT,0
1019,21,CA,1
1020,27,MT,0
1021,20,CO,1
1022,58,MT,0
1023,62,CA,0
1024,35,CA,0
1025,64,CA,1
1026,53,NV,0
1027,64,ID,1
1028,39,UT,1
1029,51,NV,1
1030,64,NV,1
1031,25,NM,1
1032,57,ID,0
1033,66,NV,1
1034,61,CA,0
1035,36,CA,0
1036,59,NM,1
1037,58,MT,0
1038,54,CO,1
1039,23,NV,1
1040,69,CO,1
1041,43,UT,0
1042,51,WY,1
1043,62,CA,0
1044,23,MT,0
1045,54,UT,1
1046,50,NM,1
1047,39,MT,0
1048,38,WY,1
1049,23,WY,1
1050,23,NM,1
1051,65,ID,1
1052,21,NM,0
1053,47,CA,1
1054,28,UT,1
1055,47,ID,1
1056,48,WY,0
1057,41,UT,0
1058,26,MT,0
1059,20,ID,0
1060,68,ID,0
1061,48,CA,1
1062,57,NM,1
1063,54,CO,1
1064,53,MT,1
1065,41,MT,1
1066,48,NM,1
1067,23,ID,1
1068,19,ID,1
1069,37,CA,0
1070,45,CO,1
1071,28,MT,1
1072,21,WY,1
1073,32,NV,1
1074,23,NV,1
1075,66,CO,1
1076,47,UT,1
1077,55,CA,0
1078,68,CO,1
1079,19,NM,1
1080,32,NM,0
1081,28,NV,1
1082,25,ID,1
1083,43,NV,0
1084,68,ID,1
1085,62,CA,0
1086,61,ID,0
1087,22,CO,0
1088,23,ID,1
1089,43,UT,1
1090,21,NM,0
1091,36,CO,1
1092,37,NM,0
1093,50,CA,1
1094,37,CO,1
1095,66,UT,1
1096,29,CA,1
1097,64,NV,0
1098,18,UT,0
1099,43,CA,0
1100,31,WY,0
1101,55,ID,1
1102,54,CO,1
1103,28,CA,0
1104,53,CO,0
1105,30,ID,1
1106,60,CA,1
1107,20,NV,0
1108,50,WY,0
1109,23,WY,1
1110,67,UT,1
1111,27,CA,0
1112,22,ID,1
1113,40,CA,0
1114,27,CO,0
1115,61,MT,1
1116,19,NM,0
1117,30,CA,1
1118,57,WY,0
1119,19,WY,1
1120,37,NM,1
1121,18,WY,0
1122,54,NV,1
1123,26,CA,0
1124,34,UT,1
1125,26,CA,1
1126,28,MT,1
1127,32,WY,1
1128,41,CO,1
1129,55,WY,1
1130,52,CA,0
1131,47,NV,1
1132,48,ID,1
1133,66,CA,0
1134,22,CA,1
1135,61,UT,1
1136,67,NV,1
1137,31,MT,0
1138,28,ID,1
1139,26,WY,0
1140,51,CO,1
1141,29,CA,0
1142,52,MT,1
1143,52,ID,1
1144,18,CO,0
1145,57,MT,0
1146,39,NV,1
1147,46,NV,0
1148,25,ID,1
1149,28,WY,0
1150,58,NM,1
1151,54,CO,1
1152,31,NV,0
1153,47,NM,1
1154,52,ID,1
1155,38,NV,1
1156,54,NV,1
1157,22,MT,1
1158,36,NM,1
1159,31,MT,0
1160,43,NV,0
1161,21,NM,1
1162,42,UT,1
1163,62,NM,1
1164,59,MT,0
1165,42,CO,1
1166,35,ID,0
1167,57,ID,1
1168,25,WY,0
1169,56,CO,1
1170,57,CO,1
1171,31,CO,1
1172,49,WY,1
1173,68,CO,1
1174,55,CA,1
1175,50,WY,1
1176,40,ID,1
1177,32,CA,1
1178,50,WY,0
1179,42,NV,1
1180,34,NV,1
1181,50,ID,1
1182,64,NV,0
1183,19,CO,1
1184,31,WY,0
1185,57,CA,1
1186,57,CO,1
1187,68,NV,0
1188,56,MT,1
1189,68,NM,0
1190,23,CA,0
1191,23,CO,1
1192,20,WY,0
1193,24,ID,0
1194,68,CO,1
1195,25,MT,0
1196,59,NV,1
1197,69,CA,0
1198,32,ID,1
1199,64,CA,0
1200,46,ID,1
1201,50,NM,0
1202,69,WY,0
1203,47,CA,0
1204,56,NV,0
1205,44,WY,1
1206,53,WY,0
1207,46,NM,0
1208,55,ID,0
1209,50,UT,1
1210,54,CA,1
1211,44,CA,0
1212,50,CO,0
1213,21,ID,1
1214,39,MT,1
1215,19,UT,1
1216,27,NV,0
1217,22,CO,1
1218,27,NM,1
1219,50,UT,1
1220,55,ID,1
1221,30,UT,1
1222,48,NM,1
1223,64,WY,1
1224,53,CA,1
1225,62,WY,0
1226,41,CA,1
1227,69,CO,1
1228,32,NM,0
1229,46,ID,1
1230,25,ID,0
1231,22,UT,1
1232,46,CO,0
1233,64,ID,1
1234,21,MT,1
1235,29,MT,0
1236,62,WY,0
1237,19,CA,1
1238,44,UT,0
1239,48,NV,0
1240,68,NM,1
1241,68,CA,0
1242,53,CO,0
1243,53,ID,0
1244,43,CA,1
1245,60,NV,0
1246,44,NV,1
1247,22,MT,0
1248,37,CO,0
1249,28,CA,1
1250,27,UT,0
1251,57,CA,1
1252,55,MT,0
1253,23,WY,1
1254,25,NV,0
1255,40,CO,0
1256,64,CO,1
1257,43,UT,1
1258,63,CO,1
1259,60,MT,1
1260,29,MT,1
1261,43,MT,1
1262,30,CO,1
1263,57,CO,0
1264,35,MT,0
1265,42,CO,0
1266,50,NM,0
1267,64,CO,1
1268,57,NM,1
1269,60,NV,1
1270,29,CA,0
1271,61,ID,1
1272,53,NM,1
1273,65,NM,1
1274,21,CO,0
1275,22,ID,0
1276,54,WY,0
1277,25,ID,0
1278,59,NV,1
1279,66,NM,1
1280,45,CO,0
1281,48,MT,1
1282,26,ID,1
1283,68,CO,1
1284,46,UT,1
1285,31,WY,0
1286,57,MT,1
1287,58,UT,1
1288,39,UT,0
1289,28,ID,1
1290,40,UT,1
1291,18,NV,0
1292,63,NV,1
1293,54,ID,1
1294,38,CO,1
1295,43,CA,1
1296,63,CO,1
1297,53,CO,1
1298,40,CO,1
1299,18,CO,0
1300,68,MT,1
1301,57,CA,0
1302,32,MT,0
1303,38,UT,0
1304,64,WY,1
1305,26,CO,1
1306,26,WY,1
1307,27,NV,1
1308,69,ID,0
1309,43,ID,0
1310,58,MT,0
1311,52,MT,1
1312,69,NV,0
1313,42,CO,0
1314,43,WY,1
1315,28,NM,1
1316,55,WY,1
1317,19,CA,1
1318,24,UT,0
1319,35,ID,1
1320,44,UT,0
1321,51,CA,0
1322,44,MT,0
1323,34,WY,0
1324,60,ID,1
1325,61,UT,0
1326,68,NM,0
1327,41,MT,1
1328,42,CA,0
1329,24,NM,0
1330,69,UT,1
1331,23,NM,1
1332,41,WY,1
1333,50,CO,1
1334,66,NM,1
1335,46,MT,0
1336,60,CA,1
1337,39,UT,1
1338,43,WY,0
1339,45,CO,0
1340,67,CO,0
1341,38,CA,1
1342,66,NV,0
1343,24,WY,0
1344,34,WY,0
1345,37,ID,1
1346,58,CA,1
1347,66,CO,1
1348,37,CO,1
1349,39,NM,0
1350,45,CA,1
1351,57,NV,1
1352,66,ID,1
1353,24,UT,1
1354,18,CA,1
1355,49,ID,0
1356,30,WY,1
1357,47,ID,0
1358,40,NM,1
1359,68,MT,1
1360,36,CO,0
1361,49,NM,1
1362,47,UT,0
1363,46,CA,1
1364,66,NM,0
1365,62,CO,1
1366,46,MT,0
1367,47,NM,0
1368,33,MT,1
1369,57,NM,0
1370,36,CO,1
1371,35,NV,1
1372,18,ID,0
1373,31,CA,0
1374,68,CA,1
1375,64,CA,1
1376,67,CO,1
1377,19,WY,1
1378,45,NV,1
1379,66,UT,1
1380,67,MT,1
1381,47,CO,0
1382,55,WY,1
1383,68,UT,0
1384,21,MT,0
1385,18,MT,0
1386,25,NV,0
1387,46,ID,1
1388,56,CA,1
1389,20,NM,0
1390,49,UT,0
1391,27,CO,1
1392,27,UT,1
1393,36,ID,1
1394,63,CA,1
1395,51,UT,0
1396,50,ID,0
1397,40,CO,0
1398,45,NV,0
1399,49,WY,1
1400,67,MT,0
1401,24,CO,1
1402,46,CA,1
1403,25,MT,0
1404,18,WY,0
1405,20,CO,0
1406,41,NM,1
1407,40,CO,1
1408,25,CO,0
1409,64,NM,1
1410,54,CO,1
1411,20,MT,0
1412,68,CA,1
1413,50,WY,0
1414,45,ID,1
1415,64,UT,0
1416,25,NM,1
1417,51,NV,1
1418,52,NM,1
1419,49,WY,1
1420,41,UT,1
1421,31,UT,0
1422,49,NV,0
1423,63,WY,1
1424,60,MT,1
1425,33,CA,0
1426,21,NV,0
1427,69,CA,1
1428,54,MT,1
1429,38,UT,1
1430,31,CA,1
1431,48,MT,1
1432,65,MT,1
1433,35,ID,1
1434,24,NV,1
1435,27,ID,0
1436,24,NM,0
1437,50,UT,1
1438,40,NV,1
1439,38,UT,0
1440,36,ID,1
1441,65,WY,0
1442,36,MT,1
1443,53,UT,0
1444,46,NV,1
1445,35,NM,0
1446,19,NV,1
1447,18,UT,1
1448,64,NV,0
1449,22,NM,0
1450,37,MT,1
1451,28,WY,1
1452,59,MT,0
1453,19,NV,0
1454,20,NM,0
1455,40,NM,0
1456,29,UT,1
1457,37,ID,1
1458,22,NV,1
1459,54,NV,0
1460,55,NV,0
1461,47,NV,1
1462,26,UT,1
1463,51,ID,0
1464,61,ID,1
1465,52,CA,1
1466,69,NV,0
1467,39,NV,1
1468,61,CA,0
1469,41,ID,1
1470,34,NM,0
1471,27,NM,1
1472,47,CO,1
1473,63,MT,1
1474,40,CO,0
1475,49,ID,1
1476,34,WY,1
1477,67,NV,1
1478,68,CO,1
1479,34,UT,1
1480,31,NM,1
1481,26,UT,0
1482,57,CA,0
1483,19,ID,0
1484,62,ID,0
1485,42,CO,0
1486,56,NV,0
1487,26,ID,0
1488,39,CO,0
1489,60,CO,0
1490,63,MT,1
1491,21,MT,1
1492,43,ID,0
1493,46,CO,0
